Cuenta Bancaria,Proveedor,Fecha de Transacción,Fecha Contable,Número de Transacción,Periodo,Tipo,Estatus,Monto,Zona Geografica
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19500186,ABR-26,Debit,Posted,174833.62,001
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,67000445,ABR-26,Debit,Posted,174841.39,010
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,67000448,ABR-26,Debit,Posted,174888.9,010
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19900528,ABR-26,Debit,Posted,174893.96,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,11400674,ABR-26,Debit,Posted,174974.85,004
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,28400483,ABR-26,Debit,Posted,175015.75,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,11000508,ABR-26,Debit,Posted,175102.24,002
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,29600424,ABR-26,Debit,Posted,175236.12,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,27900957,ABR-26,Debit,Posted,175287.33,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,30700066,ABR-26,Debit,Posted,175323.87,009
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,66200615,ABR-26,Debit,Posted,175346.17,010
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,41200897,ABR-26,Debit,Posted,175404.43,012
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,44000776,ABR-26,Debit,Posted,175411.97,013
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,20700740,ABR-26,Debit,Posted,175454.56,003
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,18700725,ABR-26,Debit,Posted,175483.69,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,27000056,ABR-26,Debit,Posted,175599.32,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,42300054,ABR-26,Debit,Posted,175602.92,014
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,28600834,ABR-26,Debit,Posted,175610.76,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,27900791,ABR-26,Debit,Posted,175627.79,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,11000515,ABR-26,Debit,Posted,175629.51,002
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19100947,ABR-26,Debit,Posted,175678.38,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,60800836,ABR-26,Debit,Posted,175704.14,011
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,60800803,ABR-26,Debit,Posted,175760.37,011
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,13300255,ABR-26,Debit,Posted,175766.6,003
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,60300248,ABR-26,Debit,Posted,175792.28,011
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,31800783,ABR-26,Debit,Posted,175845.61,011
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,69000807,ABR-26,Debit,Posted,175867.49,008
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,18900871,ABR-26,Debit,Posted,175870.6,001
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,66500214,ABR-26,Debit,Posted,175877.94,010
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,26900064,ABR-26,Debit,Posted,175899.48,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,28600994,ABR-26,Debit,Posted,175923.88,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,29600422,ABR-26,Debit,Posted,175932.54,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,18900743,ABR-26,Debit,Posted,176007.9,001
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,18700139,ABR-26,Debit,Posted,176043.38,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,40000990,ABR-26,Debit,Posted,176059.64,012
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,44000214,ABR-26,Debit,Posted,176066.03,013
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,11000516,ABR-26,Debit,Posted,176100.67,002
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,29700417,ABR-26,Debit,Posted,176153.13,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,27500736,ABR-26,Debit,Posted,176188.7,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,40100015,ABR-26,Debit,Posted,176193.21,012
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19700141,ABR-26,Debit,Posted,176194.02,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,20700742,ABR-26,Debit,Posted,176231.77,003
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,14200657,ABR-26,Debit,Posted,176282.58,001
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,55100994,ABR-26,Debit,Posted,176285.06,008
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,52000254,ABR-26,Debit,Posted,176294.63,008
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,31900363,ABR-26,Debit,Posted,176311.87,011
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19000850,ABR-26,Debit,Posted,176312.24,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19900144,ABR-26,Debit,Posted,176314.82,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,27500427,ABR-26,Debit,Posted,176351.88,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,41100724,ABR-26,Debit,Posted,176424.65,012
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19200073,ABR-26,Debit,Posted,176453.09,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,68200792,ABR-26,Debit,Posted,176469.93,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,69900195,ABR-26,Debit,Posted,176491.62,014
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,66600102,ABR-26,Debit,Posted,176541.37,010
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,60800828,ABR-26,Debit,Posted,176612.52,011
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,20500302,ABR-26,Debit,Posted,176636.25,003
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,29800660,ABR-26,Debit,Posted,176704.09,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,29700716,ABR-26,Debit,Posted,176713.12,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,27500129,ABR-26,Debit,Posted,176751.13,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,10800258,ABR-26,Debit,Posted,176754.06,003
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,13300564,ABR-26,Debit,Posted,176768.19,003
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,42300003,ABR-26,Debit,Posted,176794.8,014
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,27500122,ABR-26,Debit,Posted,176811.43,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,21100860,ABR-26,Debit,Posted,176839.05,004
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,41300938,ABR-26,Debit,Posted,176871.29,013
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,60500445,ABR-26,Debit,Posted,176900.74,010
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,26900063,ABR-26,Debit,Posted,176916.78,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,42700678,ABR-26,Debit,Posted,176984.1,012
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,50300590,ABR-26,Debit,Posted,177018.82,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19200074,ABR-26,Debit,Posted,177042.46,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,27100493,ABR-26,Debit,Posted,177134.86,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,15800056,ABR-26,Debit,Posted,177138.75,003
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,16600058,ABR-26,Debit,Posted,177167.75,004
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,13400925,ABR-26,Debit,Posted,177182.77,002
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,21100933,ABR-26,Debit,Posted,177185.32,004
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,12600266,ABR-26,Debit,Posted,177216.24,001
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19000010,ABR-26,Debit,Posted,177225.41,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,21000459,ABR-26,Debit,Posted,177235.8,004
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,68200992,ABR-26,Debit,Posted,177247.99,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,27000672,ABR-26,Debit,Posted,177274.95,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,69900208,ABR-26,Debit,Posted,177275.04,014
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,28600781,ABR-26,Debit,Posted,177329.7,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,28600068,ABR-26,Debit,Posted,177342.54,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,31900515,ABR-26,Debit,Posted,177355.24,011
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,42000705,ABR-26,Debit,Posted,177383.72,013
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19500874,ABR-26,Debit,Posted,177387.26,001
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,41100725,ABR-26,Debit,Posted,177396.75,012
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,48300789,ABR-26,Debit,Posted,177464.99,012
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,50500782,ABR-26,Debit,Posted,177472.83,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,68200779,ABR-26,Debit,Posted,177481.68,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,20700796,ABR-26,Debit,Posted,177526.43,003
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,52100051,ABR-26,Debit,Posted,177617.69,008
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,11000506,ABR-26,Debit,Posted,177633.61,002
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,40000387,ABR-26,Debit,Posted,177668.01,012
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,27500463,ABR-26,Debit,Posted,177672.22,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,28700875,ABR-26,Debit,Posted,177686.7,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,16400148,ABR-26,Debit,Posted,177704.03,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,13000848,ABR-26,Debit,Posted,177780.59,003
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,15800438,ABR-26,Debit,Posted,177783.09,003
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19100949,ABR-26,Debit,Posted,177794.45,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,13000842,ABR-26,Debit,Posted,177800.46,003
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,11600581,ABR-26,Debit,Posted,177864.96,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,59300933,ABR-26,Debit,Posted,177960.28,011
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,55000676,ABR-26,Debit,Posted,177985.87,008
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,33000252,ABR-26,Debit,Posted,178005.26,011
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,69900198,ABR-26,Debit,Posted,178013.28,014
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,27000069,ABR-26,Debit,Posted,178015.93,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,50400246,ABR-26,Debit,Posted,178100.6,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,13400501,ABR-26,Debit,Posted,178203.95,002
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,15300335,ABR-26,Debit,Posted,178221.54,003
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19900582,ABR-26,Debit,Posted,178246.26,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,41100945,ABR-26,Debit,Posted,178271.95,012
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,42300553,ABR-26,Debit,Posted,178275.22,014
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,15000544,ABR-26,Debit,Posted,178276.34,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,70400302,ABR-26,Debit,Posted,178278.28,014
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,50600095,ABR-26,Debit,Posted,178280.07,008
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,55100987,ABR-26,Debit,Posted,178290.49,008
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,66600427,ABR-26,Debit,Posted,178309.32,010
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,11000502,ABR-26,Debit,Posted,178336.58,002
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,42300042,ABR-26,Debit,Posted,178348.32,014
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,68200079,ABR-26,Debit,Posted,178408.33,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,18900801,ABR-26,Debit,Posted,178465.92,001
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,29800420,ABR-26,Debit,Posted,178470.01,007
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19400759,ABR-26,Debit,Posted,178598.11,001
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,60100843,ABR-26,Debit,Posted,178711.21,011
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,16700539,ABR-26,Debit,Posted,178714.53,002
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,69900993,ABR-26,Debit,Posted,178773.52,014
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,40000803,ABR-26,Debit,Posted,178809.36,012
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,69900208,ABR-26,Debit,Posted,178885.16,014
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,42700359,ABR-26,Debit,Posted,178897.41,012
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,20500736,ABR-26,Debit,Posted,178918.31,003
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,1130005,ABR-26,Debit,Posted,179009.26,001
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,55000190,ABR-26,Debit,Posted,179045.9,008
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,26900064,ABR-26,Debit,Posted,179054.61,006
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,42400567,ABR-26,Debit,Posted,179080.24,013
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,42400443,ABR-26,Debit,Posted,179108.48,013
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19900712,ABR-26,Debit,Posted,179144.23,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,70400298,ABR-26,Debit,Posted,179199.11,014
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,69900157,ABR-26,Debit,Posted,179292.64,014
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,60800821,ABR-26,Debit,Posted,179321.07,011
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,18700408,ABR-26,Debit,Posted,179339.77,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,18900009,ABR-26,Debit,Posted,179383.9,001
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,69400403,ABR-26,Debit,Posted,179411.12,008
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,18900038,ABR-26,Debit,Posted,179427.43,001
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,1520003,ABR-26,Debit,Posted,179435.72,005
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,42300050,ABR-26,Debit,Posted,179466.73,014
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,18900767,ABR-26,Debit,Posted,179468.32,001
01020684710000014766,DJFR AJUSTE MERCHANT VZLA MERCANTIL ABR 26 Manuales A 3070638 18745521,2026-04-01,2026-04-01,19000902,ABR-26,Debit,Posted,179516.73,005
