Número de Extracto,Fecha Contable,Estado,Referencia,Fecha Efectiva,Descripción,Tipo,Monto,Banco,Cuenta Bancaria,Cuenta Contable,Sub-cuenta,Código de Transacción,Divisa
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BD1190014,2026-03-15,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,2350138.39,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BC1870014,2026-03-15,LIQUIDACION TDC BIOPAGOBDV-LIQUIDACION TDC BIOPAGOBDV,CREDIT,20103.64,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017402,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BC4120014,2026-03-15,LIQUIDACION TDC BIOPAGOBDV-LIQUIDACION TDC BIOPAGOBDV,CREDIT,6990.07,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017402,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BD6700014,2026-03-15,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,4188914.9,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BD6750014,2026-03-15,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,4311628.6,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BD1370014,2026-03-15,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,1771431.56,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BC1370014,2026-03-15,LIQUIDACION TDC BIOPAGOBDV-LIQUIDACION TDC BIOPAGOBDV,CREDIT,5859.54,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017402,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BD6660014,2026-03-15,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,3628214.74,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BD3230014,2026-03-15,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,4427200.03,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BC5100014,2026-03-15,LIQUIDACION TDC BIOPAGOBDV-LIQUIDACION TDC BIOPAGOBDV,CREDIT,34428.89,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017402,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BD1250014,2026-03-15,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,1619896.18,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BD4280014,2026-03-15,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,5134285.75,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BD6820014,2026-03-15,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,2599336.31,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BD1870014,2026-03-15,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,2256447.58,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BD2100014,2026-03-15,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,2154890.14,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BD6000014,2026-03-15,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,3598224.75,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BD3070014,2026-03-15,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,4439671.66,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BD3140014,2026-03-15,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,2258812.12,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BC4270014,2026-03-15,LIQUIDACION TDC BIOPAGOBDV-LIQUIDACION TDC BIOPAGOBDV,CREDIT,6250.31,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017402,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BC2100014,2026-03-15,LIQUIDACION TDC BIOPAGOBDV-LIQUIDACION TDC BIOPAGOBDV,CREDIT,14781.48,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017402,VES
P-8 2026 15 al 15 23,2026-04-30,UNRECONCILED,BC4220014,2026-03-15,LIQUIDACION TDC BIOPAGOBDV-LIQUIDACION TDC BIOPAGOBDV,CREDIT,25286.07,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017402,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D10800731,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,81027.81,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D12600197,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,2498.34,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D12600228,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,71362.48,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,C12600102,2026-03-17,LIQUIDACION T CREDITO VS MC BD-LIQUIDACION T CREDITO VS MC BD,CREDIT,12909.82,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017430,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D12600227,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,20082.92,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D12600102,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,2342.31,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,M137006,2026-03-17,LIQ MONEDERO PATRIA-LIQ MONEDERO PATRIA,CREDIT,26776.53,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0003677,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D13700015,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,178708.69,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D13800165,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,43913.69,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D13900365,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,5712.16,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D14700412,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,3594.47,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,M153006,2026-03-17,LIQ MONEDERO PATRIA-LIQ MONEDERO PATRIA,CREDIT,8512.81,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0003677,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D15300309,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,28329.78,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D15800926,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,166401.41,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D15800414,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,185470.88,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,C16100037,2026-03-17,LIQUIDACION T CREDITO VS MC BD-LIQUIDACION T CREDITO VS MC BD,CREDIT,46550.97,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017430,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D16100037,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,34174.58,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D16400120,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,42529.05,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D16500233,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,59067.5,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D16700726,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,15548.22,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D18900591,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,15282.27,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,M192006,2026-03-17,LIQ MONEDERO PATRIA-LIQ MONEDERO PATRIA,CREDIT,4888.78,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0003677,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D19400093,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,26701.18,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D19900724,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,9423.34,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D26700035,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,109945.96,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D27500192,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,213149.66,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D27500858,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,20759.94,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D28400533,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,7964.99,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D29800400,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,21881.3,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D29800401,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,196367.62,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D30400508,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,97333.0,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D30400508,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,13182.92,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D30400509,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,91122.46,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D30400508,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,68811.44,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D30400509,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,105845.76,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,M307006,2026-03-17,LIQ MONEDERO PATRIA-LIQ MONEDERO PATRIA,CREDIT,38110.8,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0003677,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D30700040,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,18281.76,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D30700025,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,17001.46,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D30700040,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,46104.43,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D30700040,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,78087.0,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D32000286,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,8175.76,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D32200754,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,18935.76,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D33000222,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,15956.95,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D33000232,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,29412.21,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D40000734,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,193764.06,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D40000022,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,102109.59,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D41200027,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,40463.11,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D41200867,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,23361.46,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42300310,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,3689.9,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42300777,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,9924.88,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42400874,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,3940.9,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42700006,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,7565.26,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42700084,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,30908.2,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,M428006,2026-03-17,LIQ MONEDERO PATRIA-LIQ MONEDERO PATRIA,CREDIT,27752.4,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0003677,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800659,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,10731.72,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800660,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,58114.6,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800034,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,434.5,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800035,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,52513.86,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800657,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,6799.26,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800658,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,33364.31,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800034,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,30654.11,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800035,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,62280.11,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800742,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,38131.6,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800743,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,100220.54,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800035,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,16621.29,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800736,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,1655.37,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800737,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,170265.81,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800035,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,39503.66,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800450,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,46968.19,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800034,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,2361.85,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800035,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,102845.42,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800740,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,7274.42,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800741,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,108876.62,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800035,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,9529.91,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800527,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,792.62,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800528,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,131544.31,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800035,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,9589.58,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800653,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,9860.4,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-8 2026 17 al 17 37,2026-04-30,UNRECONCILED,D42800654,2026-03-17,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,33246.65,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
