Número de Extracto,Fecha Contable,Estado,Referencia,Fecha Efectiva,Descripción,Tipo,Monto,Banco,Cuenta Bancaria,Cuenta Contable,Sub-cuenta,Código de Transacción,Divisa
P-8 2026 12 al 12 38,2026-04-30,UNRECONCILED,BD4240011,2026-03-12,LIQUIDACION TDD BIOPAGOBDV-LIQUIDACION TDD BIOPAGOBDV,CREDIT,3975916.17,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017403,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,01046,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,DEBIT,27024.54,VENEZUELA MERCHANT,01020684710000014766,110108,0006,DL-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D59900004,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,20896.3,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,M100001,2026-04-02,LIQ MONEDERO PATRIA-LIQ MONEDERO PATRIA,CREDIT,36848.46,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0003677,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D10000360,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,16288.07,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D11000501,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,316697.35,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D11000501,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,177064.05,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D11000501,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,219831.91,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D11000501,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,161625.17,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D11000501,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,57903.51,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D11000501,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,136595.44,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D11900711,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,14447.84,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,C12100100,2026-04-02,LIQUIDACION T CREDITO VS MC BD-LIQUIDACION T CREDITO VS MC BD,CREDIT,5170.03,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017430,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D12600244,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,89386.73,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D12600242,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,49561.04,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D12600205,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,31142.25,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D13400914,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,197591.12,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D13700031,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,135900.34,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,C13700031,2026-04-02,LIQ TARJETA DEBITO ELECTRON BD-LIQ TARJETA DEBITO ELECTRON BD,CREDIT,19323.64,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017426,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,C13700031,2026-04-02,LIQUIDACION T CREDITO VS MC BD-LIQUIDACION T CREDITO VS MC BD,CREDIT,69338.46,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017430,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D13900314,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,7584.32,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D14200069,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,7262.7,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D15300128,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,123498.26,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,M156001,2026-04-02,LIQ MONEDERO PATRIA-LIQ MONEDERO PATRIA,CREDIT,26331.11,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0003677,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D16100847,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,6622.4,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D16600947,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,59861.36,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D16600947,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,9416.92,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,M180001,2026-04-02,LIQ MONEDERO PATRIA-LIQ MONEDERO PATRIA,CREDIT,26844.5,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0003677,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D18000554,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,9370.55,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D18000248,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,12512.47,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D18900727,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,545.52,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D18900728,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,171503.29,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D19000971,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,20687.58,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D19200590,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,3403.79,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D19200784,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,40207.09,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D19500180,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,266497.24,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D19600443,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,4556.71,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D19600443,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,73711.84,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D19800460,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,469287.48,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20500212,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,22562.28,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20700755,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,20793.81,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20700755,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,41239.88,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20700784,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,49339.78,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800116,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,1308.99,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800117,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,12459.44,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800118,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,2564.36,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800109,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,8608.79,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800119,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,71877.42,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800129,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,31963.01,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800130,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,110526.96,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800128,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,4994.36,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800129,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,214019.17,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800124,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,205235.45,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800124,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,16085.65,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800127,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,107313.73,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800119,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,45568.88,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800113,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,11610.0,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800118,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,28710.29,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800119,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,288581.22,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800116,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,6146.91,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800117,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,175919.33,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800117,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,2650.42,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800118,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,134942.84,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800117,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,157777.5,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800127,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,39537.18,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D20800128,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,115796.94,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D27100256,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,42579.88,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D27500208,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,126352.26,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D27800441,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,27660.43,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D27800441,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,76076.98,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D28600692,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,15495.97,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30400534,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,28721.82,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700055,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,436.2,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700056,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,38520.59,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700057,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,10317.27,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700058,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,24792.51,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700055,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,81859.67,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700059,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,16511.81,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700058,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,14004.67,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700059,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,84397.24,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700063,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,36023.24,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700064,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,144555.27,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700063,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,77277.09,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700064,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,61050.66,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700064,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,41226.27,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700057,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,4866.01,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700058,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,95250.6,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700059,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,68814.03,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700056,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,40042.07,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700057,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,177894.15,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700056,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,62675.33,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700056,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,63427.88,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D30700055,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,35260.22,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D32200057,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,14843.64,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D32300511,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,97878.97,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D41900399,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,32366.11,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D42100877,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,16462.72,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D42600167,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,36622.6,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
P-9 2026 02 al 02 18,2026-04-30,UNRECONCILED,D42600167,2026-04-02,LIQ TARJETA DEBITO MAESTRO BDV-LIQ TARJETA DEBITO MAESTRO BDV,CREDIT,4157.49,VENEZUELA MERCHANT,01020684710000014766,110108,0006,CD-0017425,VES
